,disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
198,hurricane-matthew,wind,2016-10-10 16:04:56,-74.13519616171396,18.59192407576839,20,destroyed,post,hurricane-matthew_00000190_post_disaster.json
199,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000888_post_disaster.json
200,hurricane-matthew,wind,2013-06-09 15:51:17,-74.1316675662034,18.59277365835293,1,Unknown,pre,hurricane-matthew_00000132_pre_disaster.json
201,hurricane-michael,wind,2017-11-29 16:28:19,-85.62369525037086,30.17430097780983,1,Unknown,pre,hurricane-michael_00000252_pre_disaster.json
202,hurricane-florence,flooding,2018-04-06 15:49:36,-77.90977552675783,34.78515196441644,1,Unknown,pre,hurricane-florence_00000381_pre_disaster.json
203,midwest-flooding,flooding,2019-01-26 17:16:23,,,1,Unknown,pre,midwest-flooding_00000087_pre_disaster.json
204,midwest-flooding,flooding,2019-05-31 16:54:31,-92.32451955483904,34.72064908086271,1,no-damage,post,midwest-flooding_00000058_post_disaster.json
205,hurricane-michael,wind,2018-10-13 16:48:15,-85.64384020590482,30.23020079807375,139,destroyed,post,hurricane-michael_00000180_post_disaster.json
206,hurricane-matthew,wind,2013-06-09 15:51:17,-74.13237678785471,18.57499185866427,1,Unknown,pre,hurricane-matthew_00000170_pre_disaster.json
207,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.14830040879521,19.29569067932999,1,Unknown,pre,mexico-earthquake_00000143_pre_disaster.json
208,hurricane-matthew,wind,2016-10-08 15:33:12,-73.53049071044438,18.26739125872779,82,destroyed,post,hurricane-matthew_00000373_post_disaster.json
209,hurricane-michael,wind,2018-10-13 16:48:15,-85.63482660961722,30.27954430225584,10,major-damage,post,hurricane-michael_00000323_post_disaster.json
210,hurricane-michael,wind,2018-10-13 16:48:15,-85.65832703501432,30.32179974050725,3,minor-damage,post,hurricane-michael_00000310_post_disaster.json
211,hurricane-matthew,wind,2013-01-05 16:02:21,-73.77978217882014,18.21405860785212,1,Unknown,pre,hurricane-matthew_00000067_pre_disaster.json
212,hurricane-michael,wind,2017-11-29 16:28:19,-85.62004351951876,30.24466835498875,1,Unknown,pre,hurricane-michael_00000452_pre_disaster.json
213,hurricane-florence,flooding,2018-04-06 15:49:36,-77.872576770182,34.79391499540656,1,Unknown,pre,hurricane-florence_00000470_pre_disaster.json
214,socal-fire,fire,2018-10-23 18:51:02,-118.7863299963201,34.09025052291994,1,Unknown,pre,socal-fire_00000697_pre_disaster.json
215,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000851_pre_disaster.json
216,midwest-flooding,flooding,2019-05-30 17:35:04,-96.35246870745107,36.22881219995895,1,no-damage,post,midwest-flooding_00000148_post_disaster.json
217,hurricane-florence,flooding,2018-04-06 15:49:36,-77.9608879442968,34.64084331599464,1,Unknown,pre,hurricane-florence_00000355_pre_disaster.json
218,hurricane-florence,flooding,2018-09-20 16:04:41,-77.91516883323307,34.7770737585225,19,major-damage,post,hurricane-florence_00000484_post_disaster.json
219,socal-fire,fire,2018-11-14 18:42:58,-118.8184873737924,34.1066090095095,28,destroyed,post,socal-fire_00000810_post_disaster.json
220,hurricane-matthew,wind,2013-01-05 16:02:21,-73.75323526168384,18.20986176325891,1,Unknown,pre,hurricane-matthew_00000095_pre_disaster.json
221,midwest-flooding,flooding,2019-05-30 17:35:04,-96.35401231444762,36.12174931397158,1,no-damage,post,midwest-flooding_00000411_post_disaster.json
222,hurricane-matthew,wind,2013-06-09 15:51:17,-74.1154291267845,18.54552950808599,1,Unknown,pre,hurricane-matthew_00000343_pre_disaster.json
223,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000273_pre_disaster.json
224,socal-fire,fire,2018-10-23 18:51:02,-118.8406286373599,34.1398079774923,1,Unknown,pre,socal-fire_00000226_pre_disaster.json
225,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7516442269586,38.50589543767479,40,destroyed,post,santa-rosa-wildfire_00000088_post_disaster.json
226,hurricane-michael,wind,2017-10-05 16:51:27,-85.73240208636174,30.1613448987615,1,Unknown,pre,hurricane-michael_00000494_pre_disaster.json
227,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.14088426284516,19.30913981687056,1,Unknown,pre,mexico-earthquake_00000146_pre_disaster.json
228,hurricane-michael,wind,2017-11-29 16:28:19,-85.64794403823919,30.15365776957741,1,Unknown,pre,hurricane-michael_00000292_pre_disaster.json
229,hurricane-matthew,wind,2016-10-10 16:04:56,-74.14816116486868,18.58343642351542,78,destroyed,post,hurricane-matthew_00000211_post_disaster.json
230,socal-fire,fire,2018-10-23 18:51:02,-118.8186860373243,34.13532772513307,1,Unknown,pre,socal-fire_00000668_pre_disaster.json
231,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001136_pre_disaster.json
232,socal-fire,fire,2018-10-23 18:51:02,-118.7425974418639,34.15849468507337,1,Unknown,pre,socal-fire_00000792_pre_disaster.json
233,midwest-flooding,flooding,2019-01-26 17:16:23,-96.35179104590902,36.27324919680862,1,Unknown,pre,midwest-flooding_00000117_pre_disaster.json
234,socal-fire,fire,2018-10-23 18:51:02,-118.8928122542655,34.1352787850815,1,Unknown,pre,socal-fire_00000117_pre_disaster.json
235,socal-fire,fire,2018-11-14 18:42:58,-118.7395466574157,34.0512449409423,4,destroyed,post,socal-fire_00001386_post_disaster.json
236,socal-fire,fire,2018-10-23 18:51:02,-118.8037300277305,34.08857124709104,1,Unknown,pre,socal-fire_00000904_pre_disaster.json
237,hurricane-florence,flooding,2018-04-06 15:49:36,-77.92501859361411,34.57982031813346,1,Unknown,pre,hurricane-florence_00000030_pre_disaster.json
238,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8486735539092,-0.8894439032762025,1,no-damage,post,palu-tsunami_00000072_post_disaster.json
239,midwest-flooding,flooding,2019-01-26 17:16:23,-96.35675526191349,36.13028575971919,1,Unknown,pre,midwest-flooding_00000320_pre_disaster.json
240,midwest-flooding,flooding,2019-05-30 17:35:04,-96.25650208571273,36.2411567049611,26,major-damage,post,midwest-flooding_00000181_post_disaster.json
241,midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000110_post_disaster.json
242,hurricane-michael,wind,2018-10-13 16:48:15,-85.612390791206,30.174522704754,28,destroyed,post,hurricane-michael_00000265_post_disaster.json
243,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.6990566834689,38.49187698176392,1,Unknown,pre,santa-rosa-wildfire_00000130_pre_disaster.json
244,hurricane-michael,wind,2018-10-13 16:48:15,-85.65892041638031,30.21321087489801,41,major-damage,post,hurricane-michael_00000158_post_disaster.json
245,hurricane-florence,flooding,2018-04-06 15:49:36,-77.86731891223383,34.60790246699444,1,Unknown,pre,hurricane-florence_00000144_pre_disaster.json
246,hurricane-michael,wind,2017-11-29 16:28:19,-85.6218923287414,30.28732046551875,1,Unknown,pre,hurricane-michael_00000340_pre_disaster.json
247,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.64476210172324,29.54280620818133,18,destroyed,post,hurricane-harvey_00000072_post_disaster.json
248,socal-fire,fire,2018-11-14 18:42:58,-118.9329189196438,34.14409715147086,1,no-damage,post,socal-fire_00000038_post_disaster.json
249,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57771605102064,29.45524323930653,108,destroyed,post,hurricane-harvey_00000289_post_disaster.json
250,santa-rosa-wildfire,fire,2017-05-21 19:19:19,-122.6850521808715,38.51793688151204,1,Unknown,pre,santa-rosa-wildfire_00000276_pre_disaster.json
251,hurricane-florence,flooding,2018-04-06 15:49:36,-77.98977897248082,34.72302429599546,1,Unknown,pre,hurricane-florence_00000404_pre_disaster.json
252,hurricane-michael,wind,2018-10-13 16:48:15,-85.6490003606072,30.1454593633655,13,destroyed,post,hurricane-michael_00000011_post_disaster.json
253,hurricane-matthew,wind,2016-10-09 15:32:03,-73.73538246921176,18.21886111244716,83,destroyed,post,hurricane-matthew_00000005_post_disaster.json
254,hurricane-matthew,wind,2013-01-05 16:02:21,-73.77259850327191,18.20349818460237,1,Unknown,pre,hurricane-matthew_00000100_pre_disaster.json
255,hurricane-florence,flooding,2018-04-06 15:49:36,-77.92047632589227,34.80054303878185,1,Unknown,pre,hurricane-florence_00000446_pre_disaster.json
256,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001308_post_disaster.json
257,socal-fire,fire,2018-11-14 18:42:58,-118.749216998184,34.12720727921963,1,no-damage,post,socal-fire_00000798_post_disaster.json
258,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000122_post_disaster.json
259,hurricane-florence,flooding,2018-09-20 16:04:41,-77.8684761354266,34.59081081911174,11,major-damage,post,hurricane-florence_00000100_post_disaster.json
260,midwest-flooding,flooding,2019-05-31 16:54:31,-92.3273479649017,34.77154609876201,1,no-damage,post,midwest-flooding_00000031_post_disaster.json
261,midwest-flooding,flooding,2019-01-26 17:16:23,-96.37617505104284,36.17578240688254,1,Unknown,pre,midwest-flooding_00000290_pre_disaster.json
262,palu-tsunami,tsunami,2018-10-01 02:26:02,119.9240170148385,-0.941161392340002,107,destroyed,post,palu-tsunami_00000183_post_disaster.json
263,hurricane-michael,wind,2017-11-29 16:28:19,-85.62814406723066,30.18600261332508,1,Unknown,pre,hurricane-michael_00000165_pre_disaster.json
264,socal-fire,fire,2018-10-23 18:51:02,-118.7777277315439,34.0319374299593,1,Unknown,pre,socal-fire_00001134_pre_disaster.json
265,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00001050_pre_disaster.json
266,midwest-flooding,flooding,2019-01-26 17:16:23,-96.28369430247056,36.20045847795071,1,Unknown,pre,midwest-flooding_00000269_pre_disaster.json
267,socal-fire,fire,2018-10-23 18:51:02,-118.7421522712728,34.03374103979581,1,Unknown,pre,socal-fire_00001225_pre_disaster.json
268,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8819774611215,-0.8598711505884723,1,Unknown,pre,palu-tsunami_00000076_pre_disaster.json
269,hurricane-michael,wind,2017-11-29 16:28:19,,,1,Unknown,pre,hurricane-michael_00000025_pre_disaster.json
270,santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6988222287817,38.41749369478023,1,no-damage,post,santa-rosa-wildfire_00000239_post_disaster.json
271,midwest-flooding,flooding,2019-01-26 17:17:36,-92.32717862322022,34.77299272692195,1,Unknown,pre,midwest-flooding_00000033_pre_disaster.json
272,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3566366595714,36.22069550961475,1,Unknown,pre,midwest-flooding_00000151_pre_disaster.json
273,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000107_post_disaster.json
274,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000415_post_disaster.json
275,hurricane-matthew,wind,2016-10-10 16:04:56,-74.10404202604384,18.57866368398297,1,un-classified,post,hurricane-matthew_00000193_post_disaster.json
276,socal-fire,fire,2018-10-23 18:51:02,-118.8912894363838,34.08657534880915,1,Unknown,pre,socal-fire_00000265_pre_disaster.json
277,socal-fire,fire,2018-11-14 18:42:58,-118.7409207856211,34.14851834923709,1,no-damage,post,socal-fire_00000655_post_disaster.json
278,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.50798260750463,29.75234030772164,56,major-damage,post,hurricane-harvey_00000501_post_disaster.json
279,hurricane-harvey,flooding,2017-02-16 17:11:21,-95.35059136581597,30.02974319714941,1,Unknown,pre,hurricane-harvey_00000082_pre_disaster.json
280,hurricane-matthew,wind,2016-10-10 16:04:56,-74.10594977788617,18.54499406179022,15,destroyed,post,hurricane-matthew_00000354_post_disaster.json
281,hurricane-florence,flooding,2018-09-20 16:04:41,-77.8900549931592,34.78935356707433,55,major-damage,post,hurricane-florence_00000389_post_disaster.json
282,midwest-flooding,flooding,2019-01-26 17:16:23,-96.22138489823793,36.14877160392922,1,Unknown,pre,midwest-flooding_00000367_pre_disaster.json
283,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000888_pre_disaster.json
284,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3416741500359,36.26747310633721,1,Unknown,pre,midwest-flooding_00000130_pre_disaster.json
285,midwest-flooding,flooding,2019-05-30 17:35:04,,,1,Unknown,post,midwest-flooding_00000152_post_disaster.json
286,mexico-earthquake,earthquake,2017-01-04 17:31:25,-99.20968750786776,19.29528115775105,1,Unknown,pre,mexico-earthquake_00000093_pre_disaster.json
287,hurricane-matthew,wind,2016-10-11 15:59:14,-74.12357002278213,18.6391797534277,400,destroyed,post,hurricane-matthew_00000296_post_disaster.json
288,socal-fire,fire,2018-10-23 18:50:43,-118.7359214014596,34.13913769985722,1,Unknown,pre,socal-fire_00001374_pre_disaster.json
289,hurricane-michael,wind,2017-11-29 16:28:19,-85.66671387605354,30.20907447385154,1,Unknown,pre,hurricane-michael_00000257_pre_disaster.json
290,socal-fire,fire,2018-11-14 18:42:58,-118.7256648166842,34.13469453874551,1,no-damage,post,socal-fire_00001366_post_disaster.json
291,socal-fire,fire,2018-11-14 18:42:58,-118.7211612736048,34.15673969072095,1,no-damage,post,socal-fire_00001071_post_disaster.json
292,hurricane-florence,flooding,2018-09-20 16:04:41,-77.90676202178963,34.80498954938383,3,major-damage,post,hurricane-florence_00000531_post_disaster.json
293,hurricane-michael,wind,2017-11-29 16:28:19,-85.66393248438335,30.24111623351951,1,Unknown,pre,hurricane-michael_00000357_pre_disaster.json
294,socal-fire,fire,2018-10-23 18:51:02,-118.880650397301,34.1176115576361,1,Unknown,pre,socal-fire_00000244_pre_disaster.json
295,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3764446521376,36.13239858602105,1,Unknown,pre,midwest-flooding_00000314_pre_disaster.json
296,hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62752447140836,29.82707635586207,8,destroyed,post,hurricane-harvey_00000129_post_disaster.json
297,socal-fire,fire,2018-10-23 18:51:02,-118.7768857472251,34.11835230199426,1,Unknown,pre,socal-fire_00000914_pre_disaster.json
298,hurricane-michael,wind,2017-11-29 16:28:19,-85.6288599866984,30.28492913092282,1,Unknown,pre,hurricane-michael_00000338_pre_disaster.json
299,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8320446746178,-0.8739860991895022,57,destroyed,post,palu-tsunami_00000045_post_disaster.json
300,hurricane-matthew,wind,2013-06-09 15:51:17,-74.11779145833628,18.58329236889815,1,Unknown,pre,hurricane-matthew_00000241_pre_disaster.json
301,socal-fire,fire,2018-10-23 18:51:02,-118.8521553391379,34.05122574992524,1,Unknown,pre,socal-fire_00000521_pre_disaster.json
302,hurricane-florence,flooding,2018-09-20 16:04:41,-77.92848005226794,34.54637026439633,1,no-damage,post,hurricane-florence_00000217_post_disaster.json
303,hurricane-harvey,flooding,2017-02-16 17:11:58,-95.595541109051,29.53104462436952,1,Unknown,pre,hurricane-harvey_00000218_pre_disaster.json
304,mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.17607060135109,19.26429835459518,1,no-damage,post,mexico-earthquake_00000160_post_disaster.json
305,hurricane-florence,flooding,2018-09-20 16:04:41,-77.8799956291367,34.59939395178626,5,major-damage,post,hurricane-florence_00000065_post_disaster.json
306,socal-fire,fire,2018-10-23 18:51:02,-118.7981789849823,34.01721763845385,1,Unknown,pre,socal-fire_00000953_pre_disaster.json
307,hurricane-michael,wind,2018-10-13 16:48:15,-85.76152187101064,30.18044170680888,3,major-damage,post,hurricane-michael_00000539_post_disaster.json
308,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8557634329725,-0.8852944410535474,346,destroyed,post,palu-tsunami_00000136_post_disaster.json
309,palu-tsunami,tsunami,2016-10-25 02:26:09,119.8114823434629,-0.8382395811128229,1,Unknown,pre,palu-tsunami_00000142_pre_disaster.json
310,socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001232_pre_disaster.json
311,santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7569848555632,38.47138392327103,1,Unknown,pre,santa-rosa-wildfire_00000138_pre_disaster.json
312,hurricane-florence,flooding,2018-09-20 16:04:41,-77.97778310655448,34.72577518513423,3,minor-damage,post,hurricane-florence_00000368_post_disaster.json
313,hurricane-florence,flooding,2018-09-20 16:04:41,-77.85808893156381,34.59244503907404,3,major-damage,post,hurricane-florence_00000163_post_disaster.json
314,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000775_pre_disaster.json
315,socal-fire,fire,2018-11-14 18:42:58,-118.7989571169081,34.11992290126636,1,no-damage,post,socal-fire_00000628_post_disaster.json
316,midwest-flooding,flooding,2019-01-26 17:16:23,-96.21053119728579,36.17470506528672,1,Unknown,pre,midwest-flooding_00000360_pre_disaster.json
317,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000118_pre_disaster.json
318,socal-fire,fire,2018-10-23 18:51:02,-118.8816418546734,34.08423094338052,1,Unknown,pre,socal-fire_00000488_pre_disaster.json
319,hurricane-florence,flooding,2018-04-06 15:49:36,-77.92500746739344,34.76757432386582,1,Unknown,pre,hurricane-florence_00000475_pre_disaster.json
320,midwest-flooding,flooding,2019-01-26 17:16:23,-96.3672664442067,36.15739913846148,1,Unknown,pre,midwest-flooding_00000258_pre_disaster.json
321,hurricane-matthew,wind,2016-10-10 16:04:56,-74.13237678785475,18.57499185866426,70,destroyed,post,hurricane-matthew_00000170_post_disaster.json
322,socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000995_pre_disaster.json
323,socal-fire,fire,2018-10-23 18:51:02,-118.7829573202407,34.14785120150997,1,Unknown,pre,socal-fire_00000752_pre_disaster.json
324,hurricane-matthew,wind,2013-06-09 15:51:17,-74.15656558122198,18.54575593117509,1,Unknown,pre,hurricane-matthew_00000312_pre_disaster.json
325,midwest-flooding,flooding,2019-05-31 16:54:31,-92.36262655879209,34.77537528734413,11,minor-damage,post,midwest-flooding_00000023_post_disaster.json
326,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8816037676241,-0.8138522872233229,1,Unknown,pre,palu-tsunami_00000025_pre_disaster.json
327,palu-tsunami,tsunami,2017-01-24 02:18:34,119.8779396696635,-0.8778348976144784,1,Unknown,pre,palu-tsunami_00000064_pre_disaster.json
328,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000693_post_disaster.json
329,socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000013_post_disaster.json
330,hurricane-michael,wind,2017-11-29 16:28:19,-85.61900709753567,30.08234985255176,1,Unknown,pre,hurricane-michael_00000004_pre_disaster.json
331,palu-tsunami,tsunami,2018-10-01 02:26:02,119.8777024126316,-0.8647920487405165,44,destroyed,post,palu-tsunami_00000071_post_disaster.json
