disaster,disaster_type,date,lgt,lat,severity,highest_severity,moment,file
hurricane-harvey,flooding,2017-08-31 17:39:25,-95.35686446042857,30.02438481510679,1,no-damage,post,hurricane-harvey_00000076_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.61921446573886,30.16683839517444,33,destroyed,post,hurricane-michael_00000268_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.11412426003818,18.2578788453171,1,Unknown,pre,hurricane-matthew_00000390_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.62252688345816,29.78202960393443,98,destroyed,post,hurricane-harvey_00000398_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000632_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9141536276329,34.12584461239206,1,no-damage,post,socal-fire_00000271_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7781150829589,38.53105152274598,1,Unknown,pre,santa-rosa-wildfire_00000022_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000248_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.31114018263716,36.11888970692208,1,no-damage,post,midwest-flooding_00000377_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.95431061836598,34.55747711765242,1,no-damage,post,hurricane-florence_00000067_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.27399795124695,36.22037202025196,1,Unknown,pre,midwest-flooding_00000207_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6688383512959,38.47974768559965,1,no-damage,post,santa-rosa-wildfire_00000372_post_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.38246424753315,36.13249380109124,1,no-damage,post,midwest-flooding_00000313_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.92881354348357,34.55369877283667,1,Unknown,pre,hurricane-florence_00000096_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000110_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63378719015405,30.22606382906073,11,minor-damage,post,hurricane-michael_00000098_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.75724704849831,18.24061238786212,1,Unknown,pre,hurricane-matthew_00000041_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,,,1,Unknown,pre,hurricane-matthew_00000388_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7389818274163,34.03424384089498,7,destroyed,post,socal-fire_00001389_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7208988628363,38.49232008893944,1,Unknown,pre,santa-rosa-wildfire_00000027_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000073_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000751_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000852_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.90204136869049,34.82833076853133,4,destroyed,post,hurricane-florence_00000510_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000994_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001179_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,,,1,Unknown,pre,socal-fire_00000609_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7095956573707,38.48711858951783,232,destroyed,post,santa-rosa-wildfire_00000044_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001289_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.6189727642786,30.31697725855323,25,destroyed,post,hurricane-michael_00000360_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8423372561755,34.10785270729188,1,no-damage,post,socal-fire_00000409_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.725581677176,34.13032419987944,1,no-damage,post,socal-fire_00001162_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.93746722373875,34.54497953859816,1,no-damage,post,hurricane-florence_00000063_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.93974254710972,34.56770271107827,1,Unknown,pre,hurricane-florence_00000059_pre_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,-73.74388683348633,18.23183309644759,1,Unknown,pre,hurricane-matthew_00000049_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8254114028189,34.0317146509076,107,destroyed,post,socal-fire_00001001_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7838230662313,34.07169595933178,1,no-damage,post,socal-fire_00000949_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.12770527285166,18.5450436784433,8,destroyed,post,hurricane-matthew_00000334_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7631169288967,34.15187624469933,1,no-damage,post,socal-fire_00000608_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.95986728413773,34.64934818911821,1,no-damage,post,hurricane-florence_00000357_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7533995088204,34.1733924621433,1,no-damage,post,socal-fire_00000530_post_disaster.json
guatemala-volcano,volcano,2018-02-05 17:10:04,-90.83159786045364,14.40131904102645,1,Unknown,pre,guatemala-volcano_00000017_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.91394671589907,34.56526904116311,1,Unknown,pre,hurricane-florence_00000190_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.855943132949,-0.7359423699982242,1,Unknown,pre,palu-tsunami_00000020_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.73240208636132,30.16134489876136,58,major-damage,post,hurricane-michael_00000494_post_disaster.json
midwest-flooding,flooding,2019-05-31 16:54:31,-92.34442910127045,34.74603824433898,1,no-damage,post,midwest-flooding_00000054_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9335574520704,34.05594632990604,1,no-damage,post,socal-fire_00000600_post_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.12770527285161,18.54504367844331,1,Unknown,pre,hurricane-matthew_00000334_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64251757944622,30.17210929702027,1,Unknown,pre,hurricane-michael_00000290_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.33845628837531,36.20277725054176,6,destroyed,post,midwest-flooding_00000247_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.95574172568492,34.71446598064001,1,Unknown,pre,hurricane-florence_00000189_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000984_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.88533127554086,34.59752232310091,3,major-damage,post,hurricane-florence_00000062_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.57224708209914,29.76985319488267,217,major-damage,post,hurricane-harvey_00000357_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.7825866634289,34.08531802637433,1,Unknown,pre,socal-fire_00000971_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,,,1,Unknown,post,hurricane-matthew_00000402_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.7312584549822,34.15972877143509,1,Unknown,pre,socal-fire_00001059_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9232689452596,34.14403368812699,1,un-classified,post,socal-fire_00000048_post_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.751839643549,38.47574910474054,1,Unknown,pre,santa-rosa-wildfire_00000155_pre_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.22574841622254,19.37317331743716,1,no-damage,post,mexico-earthquake_00000083_post_disaster.json
hurricane-matthew,wind,2013-01-05 16:02:21,,,1,Unknown,pre,hurricane-matthew_00000006_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8678614056858,-0.7931545189020224,1,no-damage,post,palu-tsunami_00000022_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,,,1,Unknown,post,hurricane-harvey_00000118_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64792757004744,30.09716076011012,30,destroyed,post,hurricane-michael_00000036_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.92474538756102,34.75893826503555,44,major-damage,post,hurricane-florence_00000409_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7150029355123,38.52443254401784,54,destroyed,post,santa-rosa-wildfire_00000190_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8955562447582,34.08026894236094,1,Unknown,pre,socal-fire_00000204_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.6905999818665,38.55240907787913,16,destroyed,post,santa-rosa-wildfire_00000176_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.62369525037086,30.17430097780983,1,Unknown,pre,hurricane-michael_00000252_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.62887372070546,30.23387717287562,12,major-damage,post,hurricane-michael_00000100_post_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.09695635349733,18.27996650061841,42,destroyed,post,hurricane-matthew_00000384_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-78.02023029578832,34.67599766552975,1,Unknown,pre,hurricane-florence_00000306_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7806207285624,34.06923878407363,14,destroyed,post,socal-fire_00000972_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.37358647821824,36.17427852670779,1,Unknown,pre,midwest-flooding_00000249_pre_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8819338566642,-0.8549586837884897,1,Unknown,pre,palu-tsunami_00000133_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.64891904335077,30.22134387132331,1,Unknown,pre,hurricane-michael_00000181_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.89197652387307,34.64309952072566,1,Unknown,pre,hurricane-florence_00000329_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:21,-118.9249826087733,34.14535729137034,1,Unknown,pre,socal-fire_00000240_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7986633147882,34.07431951260942,36,destroyed,post,socal-fire_00001259_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.62872738251941,29.8352873235541,1,Unknown,pre,hurricane-harvey_00000130_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8287903028451,-0.873983883555789,1,no-damage,post,palu-tsunami_00000086_post_disaster.json
mexico-earthquake,earthquake,2017-09-20 17:46:11,-99.14827171675245,19.30465287818203,7,destroyed,post,mexico-earthquake_00000142_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.58314945617657,29.7136817079961,1,no-damage,post,hurricane-harvey_00000384_post_disaster.json
socal-fire,fire,2018-10-23 18:50:43,-118.7125443026252,34.16213175954907,1,Unknown,pre,socal-fire_00001313_pre_disaster.json
palu-tsunami,tsunami,2018-10-01 02:26:02,119.8811711670342,-0.8508903654159771,109,destroyed,post,palu-tsunami_00000073_post_disaster.json
midwest-flooding,flooding,2019-01-26 17:16:23,-96.3731510745182,36.20077230606304,1,Unknown,pre,midwest-flooding_00000242_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001396_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61884991269967,30.24454665616031,1,Unknown,pre,hurricane-michael_00000454_pre_disaster.json
hurricane-matthew,wind,2013-06-09 15:51:17,-74.11229307179151,18.63203111275691,1,Unknown,pre,hurricane-matthew_00000133_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.6690968716324,29.81431986916055,13,major-damage,post,hurricane-harvey_00000136_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7519381343377,34.03016890954284,1,no-damage,post,socal-fire_00000903_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61501003859851,30.10082372631453,1,Unknown,pre,hurricane-michael_00000013_pre_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7192794592256,38.47962201515265,46,destroyed,post,santa-rosa-wildfire_00000117_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8305234353002,34.09788217645513,1,no-damage,post,socal-fire_00000505_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8267472552249,34.03399641595042,1,no-damage,post,socal-fire_00001263_post_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.62814406723066,30.18600261332508,1,Unknown,pre,hurricane-michael_00000165_pre_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.75610567838955,30.17840159218543,13,major-damage,post,hurricane-michael_00000490_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000083_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001334_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.94294725354781,34.75093369492672,1,no-damage,post,hurricane-florence_00000455_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.90204136864826,34.82833076856018,1,Unknown,pre,hurricane-florence_00000510_pre_disaster.json
midwest-flooding,flooding,2019-05-30 17:35:04,-96.30585387833872,36.08662441216662,2,minor-damage,post,midwest-flooding_00000374_post_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-78.01114148641197,34.71823766097882,1,Unknown,pre,hurricane-florence_00000356_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.57180708998439,29.78718539937567,1,Unknown,pre,hurricane-harvey_00000375_pre_disaster.json
hurricane-florence,flooding,2018-08-23 16:38:58,-78.9831590219797,33.6292254615767,1,Unknown,pre,hurricane-florence_00000015_pre_disaster.json
hurricane-florence,flooding,2018-04-06 15:49:36,-77.98869101836848,34.72973075944909,1,Unknown,pre,hurricane-florence_00000426_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.92714374657446,34.76312510352947,18,major-damage,post,hurricane-florence_00000472_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.74242887877139,30.16319222838442,2,minor-damage,post,hurricane-michael_00000538_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.9233832021336,34.08014451166314,16,destroyed,post,socal-fire_00000607_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.67532703435722,29.96457204659739,1,Unknown,pre,hurricane-harvey_00000207_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000432_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.8197580289809,34.10010402168089,10,destroyed,post,socal-fire_00000671_post_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.97115160931016,34.76376808328775,1,no-damage,post,hurricane-florence_00000371_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.667961476976,38.48801310111926,25,destroyed,post,santa-rosa-wildfire_00000286_post_disaster.json
palu-tsunami,tsunami,2017-01-24 02:18:34,119.8535318097869,-0.7032606252715131,1,Unknown,pre,palu-tsunami_00000002_pre_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.577775801058,29.73101888225553,1,no-damage,post,hurricane-harvey_00000418_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00000989_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001275_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,-118.7501593285011,34.16369573077107,1,no-damage,post,socal-fire_00000495_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.63919778638798,30.20768552729437,14,destroyed,post,hurricane-michael_00000067_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.62267507831142,30.19167714367727,101,destroyed,post,hurricane-michael_00000187_post_disaster.json
hurricane-michael,wind,2018-10-13 16:48:15,-85.64221702917185,30.13548286571056,31,destroyed,post,hurricane-michael_00000016_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.59090631995508,29.75677031146322,1,Unknown,pre,hurricane-harvey_00000419_pre_disaster.json
hurricane-matthew,wind,2016-10-10 16:04:56,-74.11369299826224,18.25785712300801,140,destroyed,post,hurricane-matthew_00000392_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7390733822633,38.40906920437753,1,no-damage,post,santa-rosa-wildfire_00000210_post_disaster.json
santa-rosa-wildfire,fire,2017-10-11 19:19:41,-122.7200767558987,38.49600166861291,70,destroyed,post,santa-rosa-wildfire_00000031_post_disaster.json
hurricane-harvey,flooding,2017-08-31 17:38:50,-95.56226273386204,29.79195069037524,1,no-damage,post,hurricane-harvey_00000380_post_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001283_post_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.64484715347795,29.84107147080224,1,Unknown,pre,hurricane-harvey_00000137_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8920081011609,34.04618056550442,1,Unknown,pre,socal-fire_00000620_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000915_pre_disaster.json
socal-fire,fire,2018-10-23 18:51:02,,,1,Unknown,pre,socal-fire_00000295_pre_disaster.json
socal-fire,fire,2018-10-23 18:50:43,,,1,Unknown,pre,socal-fire_00001287_pre_disaster.json
socal-fire,fire,2018-11-14 18:42:58,,,1,Unknown,post,socal-fire_00001033_post_disaster.json
socal-fire,fire,2018-10-23 18:51:02,-118.8970309282862,34.05869065410806,1,Unknown,pre,socal-fire_00000466_pre_disaster.json
hurricane-michael,wind,2017-11-29 16:28:19,-85.61484437464088,30.30502709438403,1,Unknown,pre,hurricane-michael_00000341_pre_disaster.json
hurricane-harvey,flooding,2017-02-16 17:11:58,-95.6248989941053,29.76904118108672,1,Unknown,pre,hurricane-harvey_00000455_pre_disaster.json
santa-rosa-wildfire,fire,2017-06-21 19:09:01,-122.7360030420339,38.43831719590335,1,Unknown,pre,santa-rosa-wildfire_00000177_pre_disaster.json
hurricane-florence,flooding,2018-09-20 16:04:41,-77.8900549931592,34.78935356707433,55,major-damage,post,hurricane-florence_00000389_post_disaster.json
